תאריך,הגרלה,תלתן,יהלום,לב,עלה
14/08/2025,51455,7,Q,A,J,
14/08/2025,51456,10,K,8,10,
15/08/2025,51457,7,J,Q,A,
15/08/2025,51458,A,9,J,K,
15/08/2025,51459,9,9,A,9,
16/08/2025,51460,K,8,K,J,
16/08/2025,51461,7,9,8,J,
17/08/2025,51462,Q,J,A,A,
17/08/2025,51463,7,J,8,9,
17/08/2025,51464,8,10,K,J,
17/08/2025,51465,10,A,K,10,
17/08/2025,51466,Q,K,J,10,
17/08/2025,51467,A,J,K,10,
17/08/2025,51468,J,9,8,A,
18/08/2025,51469,10,K,9,9,
18/08/2025,51470,K,J,10,7,
18/08/2025,51471,J,10,8,J,
18/08/2025,51472,A,K,9,K,
18/08/2025,51473,A,J,10,8,
18/08/2025,51474,8,10,8,8,
18/08/2025,51475,J,7,9,A,
19/08/2025,51476,A,Q,10,K,
19/08/2025,51477,A,9,7,9,
19/08/2025,51478,Q,10,8,7,
19/08/2025,51479,7,A,9,K,
19/08/2025,51480,9,9,8,J,
19/08/2025,51481,J,J,J,K,
19/08/2025,51482,J,Q,K,J,
20/08/2025,51483,9,8,9,Q,
20/08/2025,51484,9,K,10,7,
20/08/2025,51485,A,K,K,K,
20/08/2025,51486,7,9,9,J,
20/08/2025,51487,10,8,7,Q,
20/08/2025,51488,8,J,K,K,
20/08/2025,51489,9,Q,9,10,
21/08/2025,51490,9,10,A,8,
21/08/2025,51491,K,A,8,J,
21/08/2025,51492,A,Q,Q,Q,
21/08/2025,51493,J,Q,10,10,
21/08/2025,51494,K,Q,K,A,
21/08/2025,51495,7,9,K,9,
21/08/2025,51496,K,A,8,9,
22/08/2025,51497,7,J,8,A,
22/08/2025,51498,9,J,K,10,
22/08/2025,51499,K,A,10,7,
23/08/2025,51500,Q,10,9,K,
23/08/2025,51501,Q,9,Q,10,
24/08/2025,51502,J,J,9,9,
24/08/2025,51503,J,7,K,10,
24/08/2025,51504,Q,7,A,J,
24/08/2025,51505,7,10,9,J,
24/08/2025,51506,Q,Q,9,A,
24/08/2025,51507,J,Q,Q,7,
24/08/2025,51508,A,7,8,Q,
25/08/2025,51509,7,Q,J,A,
25/08/2025,51510,7,10,7,9,
25/08/2025,51511,10,Q,7,J,
25/08/2025,51512,J,J,J,J,
25/08/2025,51513,J,A,7,9,
25/08/2025,51514,9,8,Q,10,
25/08/2025,51515,A,7,Q,Q,
26/08/2025,51516,J,9,7,A,
26/08/2025,51517,A,Q,9,A,
26/08/2025,51518,8,7,J,8,
26/08/2025,51519,8,9,A,7,
26/08/2025,51520,7,10,A,8,
26/08/2025,51521,8,7,Q,10,
26/08/2025,51522,K,J,Q,9,
27/08/2025,51523,8,K,7,A,
27/08/2025,51524,J,7,Q,Q,
27/08/2025,51525,10,7,10,Q,
27/08/2025,51526,J,J,8,8,
27/08/2025,51527,7,8,A,9,
27/08/2025,51528,7,7,8,Q,
27/08/2025,51529,8,J,A,8,
28/08/2025,51530,J,A,J,9,
28/08/2025,51531,J,9,A,K,
28/08/2025,51532,J,9,J,J,
28/08/2025,51533,K,K,J,J,
28/08/2025,51534,7,10,10,A,
28/08/2025,51535,Q,Q,9,9,
28/08/2025,51536,K,8,10,J,
29/08/2025,51537,K,10,J,J,
29/08/2025,51538,A,9,K,K,
29/08/2025,51539,Q,K,Q,10,
30/08/2025,51540,Q,K,K,K,
30/08/2025,51541,10,8,9,J,
31/08/2025,51542,J,10,7,J,
31/08/2025,51543,Q,A,7,10,
31/08/2025,51544,A,8,10,7,
31/08/2025,51545,K,7,A,9,
31/08/2025,51546,J,10,A,7,
31/08/2025,51547,7,A,K,10,
31/08/2025,51548,A,7,J,7,
01/09/2025,51549,Q,9,9,8,
01/09/2025,51550,J,10,A,J,
01/09/2025,51551,8,9,10,K,
01/09/2025,51552,7,7,J,7,
01/09/2025,51553,A,Q,K,K,
01/09/2025,51554,9,8,Q,J,
01/09/2025,51555,J,7,10,K,
02/09/2025,51556,K,Q,K,7,
02/09/2025,51557,A,7,8,9,
02/09/2025,51558,J,J,7,Q,
02/09/2025,51559,Q,8,A,K,
02/09/2025,51560,8,Q,10,Q,
02/09/2025,51561,K,J,J,A,
02/09/2025,51562,10,10,A,7,
03/09/2025,51563,A,A,9,K,
03/09/2025,51564,Q,J,Q,A,
03/09/2025,51565,J,A,K,A,
03/09/2025,51566,K,7,8,8,
03/09/2025,51567,9,8,10,J,
03/09/2025,51568,7,A,Q,Q,
03/09/2025,51569,Q,7,Q,8,
04/09/2025,51570,10,9,J,J,
04/09/2025,51571,9,K,Q,K,
04/09/2025,51572,7,J,9,8,
04/09/2025,51573,9,10,J,A,
04/09/2025,51574,J,7,8,10,
04/09/2025,51575,7,8,9,Q,
04/09/2025,51576,10,A,10,J,
05/09/2025,51577,J,J,9,Q,
05/09/2025,51578,A,Q,K,9,
05/09/2025,51579,10,Q,J,A,
06/09/2025,51580,7,K,10,7,
06/09/2025,51581,7,8,8,10,
07/09/2025,51582,K,A,K,A,
07/09/2025,51583,J,J,8,10,
07/09/2025,51584,A,J,A,A,
07/09/2025,51585,J,K,10,7,
07/09/2025,51586,8,J,K,J,
07/09/2025,51587,J,9,10,10,
07/09/2025,51588,9,8,A,7,
08/09/2025,51589,Q,J,10,10,
08/09/2025,51590,K,10,K,7,
08/09/2025,51591,9,A,Q,9,
08/09/2025,51592,8,9,J,8,
08/09/2025,51593,7,J,Q,7,
08/09/2025,51594,K,7,A,K,
08/09/2025,51595,8,A,Q,J,
09/09/2025,51596,9,K,7,10,
09/09/2025,51597,7,A,K,8,
09/09/2025,51598,J,8,9,9,
09/09/2025,51599,7,8,J,J,
09/09/2025,51600,7,9,7,Q,
09/09/2025,51601,K,9,A,9,
09/09/2025,51602,7,10,Q,9,
10/09/2025,51603,8,9,J,K,
10/09/2025,51604,10,A,7,K,
10/09/2025,51605,10,8,10,K,
10/09/2025,51606,10,J,A,A,
10/09/2025,51607,A,K,Q,9,
10/09/2025,51608,8,9,Q,Q,
10/09/2025,51609,Q,9,A,8,
11/09/2025,51610,J,K,K,9,
11/09/2025,51611,K,7,J,9,
11/09/2025,51612,A,9,7,9,
11/09/2025,51613,Q,7,10,J,
11/09/2025,51614,9,J,7,K,
11/09/2025,51615,10,9,J,9,
11/09/2025,51616,Q,A,9,7,
12/09/2025,51617,7,K,K,8,
12/09/2025,51618,K,10,K,7,
12/09/2025,51619,K,10,Q,A,
13/09/2025,51620,A,K,K,Q,
13/09/2025,51621,7,9,K,A,
14/09/2025,51622,10,8,10,7,
14/09/2025,51623,9,Q,K,8,
14/09/2025,51624,J,A,A,A,
14/09/2025,51625,9,7,8,Q,
14/09/2025,51626,8,J,10,9,
14/09/2025,51627,7,Q,A,10,
14/09/2025,51628,10,10,Q,J,
15/09/2025,51629,9,A,J,8,
15/09/2025,51630,K,9,A,J,
15/09/2025,51631,K,7,7,A,
15/09/2025,51632,Q,A,9,A,
15/09/2025,51633,A,Q,A,Q,
15/09/2025,51634,A,9,8,10,
15/09/2025,51635,8,10,8,Q,
16/09/2025,51636,9,9,7,J,
16/09/2025,51637,K,Q,9,A,
16/09/2025,51638,10,Q,9,7,
16/09/2025,51639,Q,K,10,9,
16/09/2025,51640,K,9,K,Q,
16/09/2025,51641,Q,7,7,9,
16/09/2025,51642,8,9,K,7,
17/09/2025,51643,7,Q,8,7,
17/09/2025,51644,K,10,9,10,
17/09/2025,51645,9,7,A,8,
17/09/2025,51646,Q,K,Q,7,
17/09/2025,51647,7,J,10,8,
17/09/2025,51648,7,8,8,A,
17/09/2025,51649,9,7,7,K,
18/09/2025,51650,K,Q,9,A,
18/09/2025,51651,8,10,8,Q,
18/09/2025,51652,8,J,9,8,
18/09/2025,51653,K,10,7,A,
18/09/2025,51654,8,8,A,J,
18/09/2025,51655,9,A,8,K,
18/09/2025,51656,J,7,8,A,
19/09/2025,51657,A,9,9,Q,
19/09/2025,51658,7,10,Q,7,
19/09/2025,51659,A,7,10,A,
20/09/2025,51660,A,10,J,J,
20/09/2025,51661,J,Q,K,Q,
21/09/2025,51662,9,9,Q,Q,
21/09/2025,51663,8,A,A,7,
21/09/2025,51664,Q,8,10,7,
21/09/2025,51665,9,9,J,8,
21/09/2025,51666,Q,7,Q,J,
21/09/2025,51667,J,K,J,10,
21/09/2025,51668,Q,A,10,A,
22/09/2025,51669,10,10,J,8,
22/09/2025,51670,J,7,Q,J,
22/09/2025,51671,A,K,7,A,
24/09/2025,51672,J,K,J,K,
25/09/2025,51673,Q,A,Q,J,
25/09/2025,51674,10,K,J,8,
25/09/2025,51675,A,9,9,J,
25/09/2025,51676,K,10,10,A,
25/09/2025,51677,7,A,10,J,
25/09/2025,51678,10,J,8,8,
25/09/2025,51679,Q,A,8,J,
26/09/2025,51680,Q,J,K,J,
26/09/2025,51681,K,8,9,7,
26/09/2025,51682,8,10,Q,K,
27/09/2025,51683,K,8,K,J,
27/09/2025,51684,A,A,9,A,
28/09/2025,51685,7,7,Q,9,
28/09/2025,51686,8,A,10,10,
28/09/2025,51687,8,Q,10,Q,
28/09/2025,51688,Q,10,K,Q,
28/09/2025,51689,K,9,J,8,
28/09/2025,51690,7,10,K,7,
28/09/2025,51691,10,7,10,8,
29/09/2025,51692,A,K,10,J,
29/09/2025,51693,9,J,9,8,
29/09/2025,51694,K,9,J,9,
29/09/2025,51695,Q,J,A,A,
29/09/2025,51696,8,10,K,J,
29/09/2025,51697,10,9,Q,9,
29/09/2025,51698,K,7,10,8,
30/09/2025,51699,9,8,10,K,
30/09/2025,51700,J,9,7,9,
30/09/2025,51701,Q,J,10,8,
30/09/2025,51702,K,7,10,9,
30/09/2025,51703,A,10,J,K,
30/09/2025,51704,K,J,7,K,
30/09/2025,51705,Q,8,7,J,
01/10/2025,51706,7,J,Q,10,
01/10/2025,51707,7,J,9,K,
01/10/2025,51708,Q,Q,J,Q,
02/10/2025,51709,A,8,A,A,
03/10/2025,51710,9,8,Q,10,
03/10/2025,51711,A,A,9,7,
03/10/2025,51712,8,9,J,K,
04/10/2025,51713,K,A,J,10,
04/10/2025,51714,J,K,J,7,
05/10/2025,51715,Q,K,9,A,
05/10/2025,51716,9,9,10,J,
05/10/2025,51717,7,10,K,10,
05/10/2025,51718,J,7,9,A,
05/10/2025,51719,J,J,8,K,
05/10/2025,51720,10,8,A,7,
05/10/2025,51721,A,8,9,A,
06/10/2025,51722,K,9,7,8,
06/10/2025,51723,A,8,9,9,
06/10/2025,51724,Q,10,J,Q,
07/10/2025,51725,K,J,A,J,
08/10/2025,51726,K,9,K,10,
08/10/2025,51727,7,9,Q,K,
08/10/2025,51728,J,Q,A,Q,
08/10/2025,51729,A,7,Q,K,
08/10/2025,51730,9,10,8,10,
08/10/2025,51731,Q,9,9,Q,
08/10/2025,51732,8,7,K,9,
09/10/2025,51733,7,J,10,K,
09/10/2025,51734,Q,Q,K,9,
09/10/2025,51735,J,A,J,7,
09/10/2025,51736,K,7,7,9,
09/10/2025,51737,Q,K,Q,J,
09/10/2025,51738,K,K,A,9,
09/10/2025,51739,7,9,9,J,
10/10/2025,51740,J,A,9,Q,
10/10/2025,51741,7,10,Q,Q,
10/10/2025,51742,A,10,J,7,
11/10/2025,51743,K,A,A,8,
11/10/2025,51744,K,A,8,K,
12/10/2025,51745,7,8,7,10,
12/10/2025,51746,10,A,8,K,
12/10/2025,51747,A,J,7,9,
12/10/2025,51748,9,8,K,8,
12/10/2025,51749,J,9,K,10,
12/10/2025,51750,A,Q,J,J,
12/10/2025,51751,A,J,7,8,
13/10/2025,51752,A,8,J,7,
13/10/2025,51753,10,Q,8,Q,
13/10/2025,51754,Q,8,8,Q,
14/10/2025,51755,7,9,7,K,
15/10/2025,51756,J,8,9,7,
15/10/2025,51757,9,8,7,K,
15/10/2025,51758,K,J,A,J,
15/10/2025,51759,A,A,J,10,
15/10/2025,51760,7,8,K,7,
15/10/2025,51761,7,9,K,A,
15/10/2025,51762,A,8,10,10,
16/10/2025,51763,J,9,9,8,
16/10/2025,51764,Q,K,J,7,
16/10/2025,51765,10,8,A,J,
16/10/2025,51766,9,10,A,A,
16/10/2025,51767,8,10,8,10,
16/10/2025,51768,9,9,Q,J,
16/10/2025,51769,J,10,J,Q,
17/10/2025,51770,J,7,9,10,
17/10/2025,51771,9,Q,J,9,
17/10/2025,51772,8,K,10,7,
18/10/2025,51773,10,10,8,J,
18/10/2025,51774,K,J,Q,7,
19/10/2025,51775,A,8,A,K,
19/10/2025,51776,10,7,Q,10,
19/10/2025,51777,J,J,Q,A,
19/10/2025,51778,8,10,10,K,
19/10/2025,51779,7,A,10,A,
19/10/2025,51780,Q,K,A,7,
19/10/2025,51781,7,10,10,J,
20/10/2025,51782,10,A,9,K,
20/10/2025,51783,A,A,J,J,
20/10/2025,51784,A,J,9,A,
20/10/2025,51785,A,10,Q,8,
20/10/2025,51786,8,10,7,A,
20/10/2025,51787,A,9,J,J,
20/10/2025,51788,A,J,9,10,
21/10/2025,51789,K,7,A,Q,
21/10/2025,51790,K,K,8,7,
21/10/2025,51791,J,10,7,8,
21/10/2025,51792,9,K,10,J,
21/10/2025,51793,A,9,J,10,
21/10/2025,51794,Q,7,9,A,
21/10/2025,51795,A,8,9,J,
22/10/2025,51796,7,10,7,A,
22/10/2025,51797,9,10,8,7,
22/10/2025,51798,10,9,K,7,
22/10/2025,51799,Q,Q,9,9,
22/10/2025,51800,9,9,Q,K,
22/10/2025,51801,A,A,A,Q,
22/10/2025,51802,A,9,Q,9,
23/10/2025,51803,7,K,K,K,
23/10/2025,51804,A,9,A,7,
23/10/2025,51805,9,Q,7,A,
23/10/2025,51806,J,A,7,Q,
23/10/2025,51807,7,8,7,10,
23/10/2025,51808,A,K,A,J,
23/10/2025,51809,7,7,K,Q,
24/10/2025,51810,7,Q,9,8,
24/10/2025,51811,10,A,7,7,
24/10/2025,51812,7,10,8,7,
25/10/2025,51813,Q,8,Q,A,
25/10/2025,51814,J,A,Q,8,
26/10/2025,51815,A,8,J,J,
26/10/2025,51816,10,8,K,8,
26/10/2025,51817,9,Q,K,K,
26/10/2025,51818,A,9,K,9,
26/10/2025,51819,8,10,J,A,
26/10/2025,51820,K,10,K,9,
26/10/2025,51821,J,A,9,A,
27/10/2025,51822,9,A,9,7,
27/10/2025,51823,9,Q,8,J,
27/10/2025,51824,A,10,J,7,
27/10/2025,51825,Q,Q,9,8,
27/10/2025,51826,7,Q,A,7,
27/10/2025,51827,K,K,A,K,
27/10/2025,51828,K,J,7,10,
28/10/2025,51829,J,10,9,J,
28/10/2025,51830,7,8,10,9,
28/10/2025,51831,J,Q,8,Q,
28/10/2025,51832,9,8,Q,10,
28/10/2025,51833,Q,A,7,A,
28/10/2025,51834,8,8,8,8,
28/10/2025,51835,8,Q,8,A,
29/10/2025,51836,Q,K,J,A,
29/10/2025,51837,9,9,7,9,
29/10/2025,51838,K,Q,A,8,
29/10/2025,51839,8,A,A,J,
29/10/2025,51840,10,K,9,10,
29/10/2025,51841,7,10,10,K,
29/10/2025,51842,9,9,K,9,
30/10/2025,51843,10,7,10,10,
30/10/2025,51844,7,A,8,7,
30/10/2025,51845,K,7,Q,7,
30/10/2025,51846,9,8,A,8,
30/10/2025,51847,7,7,9,K,
30/10/2025,51848,K,Q,A,J,
30/10/2025,51849,10,A,A,Q,
31/10/2025,51850,A,9,K,10,
31/10/2025,51851,A,7,A,J,
31/10/2025,51852,J,7,K,8,
01/11/2025,51853,Q,A,8,A,
01/11/2025,51854,7,8,A,7,
02/11/2025,51855,Q,Q,J,10,
02/11/2025,51856,7,K,A,A,
02/11/2025,51857,9,10,8,8,
02/11/2025,51858,Q,J,A,A,
02/11/2025,51859,7,8,A,10,
02/11/2025,51860,8,A,Q,J,
02/11/2025,51861,9,A,8,9,
03/11/2025,51862,J,J,8,Q,
03/11/2025,51863,9,Q,Q,10,
03/11/2025,51864,J,10,8,Q,
03/11/2025,51865,J,8,Q,K,
03/11/2025,51866,Q,10,J,8,
03/11/2025,51867,10,A,8,A,
03/11/2025,51868,J,Q,J,8,
04/11/2025,51869,8,A,7,K,
04/11/2025,51870,J,7,K,10,
04/11/2025,51871,10,Q,10,Q,
04/11/2025,51872,9,J,8,9,
04/11/2025,51873,7,10,9,10,
04/11/2025,51874,A,10,Q,10,
04/11/2025,51875,9,10,Q,J,
05/11/2025,51876,7,8,9,10,
05/11/2025,51877,7,9,8,K,
05/11/2025,51878,10,8,8,K,
05/11/2025,51879,K,10,8,Q,
05/11/2025,51880,7,K,A,10,
05/11/2025,51881,8,Q,9,9,
05/11/2025,51882,A,9,A,A,
06/11/2025,51883,K,J,8,Q,
06/11/2025,51884,7,9,10,J,
06/11/2025,51885,Q,10,J,A,
06/11/2025,51886,8,8,J,7,
06/11/2025,51887,7,7,A,8,
06/11/2025,51888,7,8,K,K,
06/11/2025,51889,J,8,A,8,
07/11/2025,51890,10,J,J,A,
07/11/2025,51891,Q,J,A,8,
07/11/2025,51892,K,10,A,8,
08/11/2025,51893,9,Q,A,J,
08/11/2025,51894,K,K,8,K,
09/11/2025,51895,10,A,10,8,
09/11/2025,51896,A,10,7,K,
09/11/2025,51897,10,7,7,Q,
09/11/2025,51898,A,8,8,J,
09/11/2025,51899,K,9,J,J,
09/11/2025,51900,K,7,10,J,
09/11/2025,51901,K,A,Q,J,
10/11/2025,51902,A,10,9,8,
10/11/2025,51903,7,A,Q,Q,
10/11/2025,51904,8,7,K,K,
10/11/2025,51905,7,7,K,10,
10/11/2025,51906,9,10,J,9,
10/11/2025,51907,Q,10,10,8,
10/11/2025,51908,K,9,J,J,
11/11/2025,51909,K,A,J,J,
11/11/2025,51910,7,8,K,A,
11/11/2025,51911,K,7,7,K,
11/11/2025,51912,J,7,Q,10,
11/11/2025,51913,Q,7,9,10,
11/11/2025,51914,10,10,10,A,
11/11/2025,51915,A,J,Q,K,
12/11/2025,51916,K,A,10,9,
12/11/2025,51917,9,Q,Q,8,
12/11/2025,51918,J,Q,A,10,
12/11/2025,51919,J,A,Q,Q,
12/11/2025,51920,9,7,9,A,
12/11/2025,51921,10,7,A,K,
12/11/2025,51922,10,A,10,A,
13/11/2025,51923,7,8,K,A,
13/11/2025,51924,9,Q,Q,8,
13/11/2025,51925,7,10,8,7,
13/11/2025,51926,Q,10,10,Q,
13/11/2025,51927,7,7,10,K,
13/11/2025,51928,Q,A,9,K,
13/11/2025,51929,A,8,J,9,
14/11/2025,51930,9,7,7,9,
14/11/2025,51931,7,7,J,10,
14/11/2025,51932,K,A,8,10,
15/11/2025,51933,10,10,K,10,
15/11/2025,51934,A,A,K,A,
16/11/2025,51935,J,9,K,A,
16/11/2025,51936,10,7,Q,9,
16/11/2025,51937,9,K,J,J,
16/11/2025,51938,9,9,8,10,
16/11/2025,51939,K,K,7,10,
16/11/2025,51940,K,9,10,K,
16/11/2025,51941,Q,9,K,J,
17/11/2025,51942,K,J,9,A,
17/11/2025,51943,K,A,K,10,
17/11/2025,51944,A,K,A,8,
17/11/2025,51945,7,7,J,J,
17/11/2025,51946,A,7,A,A,
17/11/2025,51947,8,8,J,A,
17/11/2025,51948,K,J,9,10,
18/11/2025,51949,K,Q,8,8,
18/11/2025,51950,10,7,10,9,
18/11/2025,51951,Q,8,9,J,
18/11/2025,51952,8,8,J,9,
18/11/2025,51953,8,10,8,Q,
18/11/2025,51954,10,J,8,A,
18/11/2025,51955,8,Q,10,10,
19/11/2025,51956,7,Q,J,A,
19/11/2025,51957,8,J,7,Q,
19/11/2025,51958,8,7,A,A,
19/11/2025,51959,A,7,Q,8,
19/11/2025,51960,Q,Q,Q,7,
19/11/2025,51961,8,K,10,7,
19/11/2025,51962,J,A,10,9,
20/11/2025,51963,9,8,8,9,
20/11/2025,51964,8,A,8,K,
20/11/2025,51965,A,J,A,8,
20/11/2025,51966,A,K,7,10,
20/11/2025,51967,K,10,Q,K,
20/11/2025,51968,J,9,8,9,
20/11/2025,51969,8,Q,K,7,
21/11/2025,51970,A,9,8,9,
21/11/2025,51971,K,K,A,10,
21/11/2025,51972,8,Q,9,A,
22/11/2025,51973,10,9,J,J,
22/11/2025,51974,K,J,A,9,
23/11/2025,51975,J,7,9,Q,
23/11/2025,51976,K,7,10,K,
23/11/2025,51977,A,9,7,K,
23/11/2025,51978,A,Q,9,J,
23/11/2025,51979,Q,10,10,10,
23/11/2025,51980,10,10,A,J,
23/11/2025,51981,K,A,9,K,
24/11/2025,51982,J,7,J,J,
24/11/2025,51983,7,9,10,7,
24/11/2025,51984,J,K,9,Q,
24/11/2025,51985,A,9,J,10,
24/11/2025,51986,9,Q,9,7,
24/11/2025,51987,7,7,8,Q,
24/11/2025,51988,Q,K,Q,J,
25/11/2025,51989,A,10,K,7,
25/11/2025,51990,10,J,A,9,
25/11/2025,51991,Q,9,8,10,
25/11/2025,51992,9,9,9,J,
25/11/2025,51993,J,9,J,Q,
25/11/2025,51994,9,K,A,A,
25/11/2025,51995,K,10,10,K,
26/11/2025,51996,Q,7,10,Q,
26/11/2025,51997,K,7,9,9,
26/11/2025,51998,7,K,A,9,
26/11/2025,51999,J,Q,8,9,
26/11/2025,52000,J,7,K,Q,
26/11/2025,52001,9,8,9,7,
26/11/2025,52002,9,8,10,J,
27/11/2025,52003,Q,10,A,J,
27/11/2025,52004,10,K,A,9,
27/11/2025,52005,K,10,7,10,
27/11/2025,52006,K,10,7,8,
27/11/2025,52007,9,K,K,J,
27/11/2025,52008,9,8,Q,7,
27/11/2025,52009,8,9,9,Q,
28/11/2025,52010,K,K,10,A,
28/11/2025,52011,Q,K,10,Q,
28/11/2025,52012,10,A,8,Q,
29/11/2025,52013,J,7,8,7,
29/11/2025,52014,K,K,8,A,
30/11/2025,52015,7,A,9,A,
30/11/2025,52016,10,10,J,K,
30/11/2025,52017,J,A,9,9,
30/11/2025,52018,8,A,Q,8,
30/11/2025,52019,9,K,9,9,
30/11/2025,52020,K,9,9,Q,
30/11/2025,52021,7,Q,Q,7,
01/12/2025,52022,K,7,A,J,
01/12/2025,52023,A,7,8,J,
01/12/2025,52024,9,J,7,A,
01/12/2025,52025,A,8,J,9,
01/12/2025,52026,K,K,10,7,
01/12/2025,52027,Q,K,J,7,
01/12/2025,52028,7,8,10,A,
02/12/2025,52029,9,7,8,7,
02/12/2025,52030,J,K,Q,A,
02/12/2025,52031,8,10,J,8,
02/12/2025,52032,J,Q,10,7,
02/12/2025,52033,10,A,10,8,
02/12/2025,52034,Q,7,K,Q,
02/12/2025,52035,Q,10,K,9,
03/12/2025,52036,K,7,A,8,
03/12/2025,52037,7,J,K,7,
03/12/2025,52038,8,8,10,K,
03/12/2025,52039,7,10,Q,A,
03/12/2025,52040,Q,A,8,9,
03/12/2025,52041,7,K,A,9,
03/12/2025,52042,Q,J,7,7,
04/12/2025,52043,J,9,K,Q,
04/12/2025,52044,K,10,9,K,
04/12/2025,52045,J,Q,J,8,
04/12/2025,52046,A,7,J,8,
04/12/2025,52047,7,K,10,10,
04/12/2025,52048,Q,K,9,7,
04/12/2025,52049,J,J,8,10,
05/12/2025,52050,Q,K,J,7,
05/12/2025,52051,9,A,10,K,
05/12/2025,52052,Q,8,8,8,
06/12/2025,52053,Q,8,J,A,
06/12/2025,52054,8,J,A,8,
07/12/2025,52055,K,9,10,K,
07/12/2025,52056,10,Q,A,J,
07/12/2025,52057,Q,J,9,9,
07/12/2025,52058,K,A,10,J,
07/12/2025,52059,Q,7,J,A,
07/12/2025,52060,K,10,J,8,
07/12/2025,52061,8,9,Q,Q,
08/12/2025,52062,8,9,J,J,
08/12/2025,52063,K,10,A,Q,
08/12/2025,52064,8,Q,K,10,
08/12/2025,52065,10,A,K,10,
08/12/2025,52066,A,A,10,8,
08/12/2025,52067,Q,J,K,10,
08/12/2025,52068,9,10,A,Q,
09/12/2025,52069,7,10,9,8,
09/12/2025,52070,8,9,A,7,
09/12/2025,52071,A,8,8,9,
09/12/2025,52072,K,K,Q,Q,
09/12/2025,52073,K,J,10,Q,
09/12/2025,52074,7,10,9,7,
09/12/2025,52075,J,K,10,A,
10/12/2025,52076,10,8,9,J,
10/12/2025,52077,10,K,K,7,
10/12/2025,52078,Q,K,J,Q,
10/12/2025,52079,10,7,7,10,
10/12/2025,52080,8,9,7,K,
10/12/2025,52081,10,Q,A,9,
10/12/2025,52082,A,10,Q,A,
11/12/2025,52083,9,10,9,K,
11/12/2025,52084,10,J,10,A,
11/12/2025,52085,J,9,9,10,
11/12/2025,52086,Q,8,J,9,
11/12/2025,52087,A,9,9,Q,
11/12/2025,52088,K,J,Q,Q,
11/12/2025,52089,7,8,9,K,
12/12/2025,52090,A,A,8,A,
12/12/2025,52091,7,J,9,9,
12/12/2025,52092,7,Q,K,J,
13/12/2025,52093,10,10,7,Q,
13/12/2025,52094,10,K,Q,7,
14/12/2025,52095,8,Q,K,10,
14/12/2025,52096,9,K,9,7,
14/12/2025,52097,10,8,8,Q,
14/12/2025,52098,K,K,10,7,
14/12/2025,52099,9,A,K,7,
14/12/2025,52100,10,A,9,10,
14/12/2025,52101,7,A,A,10,
15/12/2025,52102,8,A,K,A,
15/12/2025,52103,Q,10,10,Q,
15/12/2025,52104,Q,8,10,7,
15/12/2025,52105,K,10,J,8,
15/12/2025,52106,9,8,K,10,
