תאריך,הגרלה,תלתן,יהלום,לב,עלה
08/08/2005,13096,Q,10,9,J,
08/08/2005,13097,Q,10,9,10,
09/08/2005,13098,K,J,K,10,
09/08/2005,13099,10,9,9,7,
09/08/2005,13100,9,A,A,8,
09/08/2005,13101,9,Q,7,9,
09/08/2005,13102,J,8,Q,J,
09/08/2005,13103,J,A,Q,8,
10/08/2005,13104,7,7,Q,7,
10/08/2005,13105,10,J,Q,Q,
10/08/2005,13106,A,J,9,A,
10/08/2005,13107,K,A,9,J,
10/08/2005,13108,7,9,7,8,
10/08/2005,13109,9,Q,K,J,
11/08/2005,13110,Q,7,10,A,
11/08/2005,13111,8,A,Q,10,
11/08/2005,13112,A,J,J,K,
11/08/2005,13113,10,8,K,A,
11/08/2005,13114,J,A,7,7,
11/08/2005,13115,9,9,Q,J,
12/08/2005,13116,8,9,8,K,
12/08/2005,13117,K,8,8,8,
12/08/2005,13118,7,J,K,Q,
14/08/2005,13119,K,Q,10,J,
14/08/2005,13120,Q,K,10,Q,
14/08/2005,13121,A,8,7,Q,
14/08/2005,13122,7,K,9,9,
14/08/2005,13123,J,7,K,10,
14/08/2005,13124,A,A,10,K,
15/08/2005,13125,K,7,J,K,
15/08/2005,13126,8,J,9,9,
15/08/2005,13127,8,10,10,A,
15/08/2005,13128,8,8,8,Q,
15/08/2005,13129,10,J,J,A,
15/08/2005,13130,8,K,8,9,
16/08/2005,13131,A,9,Q,7,
16/08/2005,13132,K,10,K,K,
16/08/2005,13133,Q,8,A,8,
16/08/2005,13134,9,7,A,8,
16/08/2005,13135,K,9,K,K,
16/08/2005,13136,9,J,K,K,
17/08/2005,13137,8,Q,K,J,
17/08/2005,13138,8,J,9,8,
17/08/2005,13139,9,10,7,A,
17/08/2005,13140,8,8,J,K,
17/08/2005,13141,9,10,A,K,
17/08/2005,13142,A,Q,9,K,
18/08/2005,13143,Q,A,J,9,
18/08/2005,13144,J,8,Q,7,
18/08/2005,13145,K,J,9,9,
18/08/2005,13146,7,K,10,Q,
18/08/2005,13147,8,A,Q,9,
18/08/2005,13148,8,9,A,A,
19/08/2005,13149,A,A,9,A,
19/08/2005,13150,Q,8,10,9,
19/08/2005,13151,A,K,J,8,
20/08/2005,13152,Q,10,Q,8,
20/08/2005,13153,7,Q,10,J,
21/08/2005,13154,J,A,7,Q,
21/08/2005,13155,K,9,K,K,
21/08/2005,13156,10,10,J,9,
21/08/2005,13157,9,10,10,J,
21/08/2005,13158,9,9,J,J,
21/08/2005,13159,7,8,10,8,
22/08/2005,13160,K,J,7,10,
22/08/2005,13161,Q,9,J,8,
22/08/2005,13162,K,Q,Q,10,
22/08/2005,13163,Q,A,J,9,
22/08/2005,13164,10,9,K,8,
22/08/2005,13165,A,7,K,7,
23/08/2005,13166,Q,Q,10,9,
23/08/2005,13167,J,8,Q,8,
23/08/2005,13168,Q,8,9,J,
23/08/2005,13169,Q,J,J,10,
23/08/2005,13170,A,J,J,7,
23/08/2005,13171,Q,K,K,9,
24/08/2005,13172,9,9,K,K,
24/08/2005,13173,A,7,8,Q,
24/08/2005,13174,8,J,J,J,
24/08/2005,13175,A,8,9,9,
24/08/2005,13176,10,J,K,9,
24/08/2005,13177,Q,8,K,J,
25/08/2005,13178,7,A,K,8,
25/08/2005,13179,7,7,7,Q,
25/08/2005,13180,9,10,J,9,
25/08/2005,13181,K,9,8,7,
25/08/2005,13182,Q,8,8,K,
25/08/2005,13183,9,8,8,8,
26/08/2005,13184,A,J,9,8,
26/08/2005,13185,Q,Q,Q,J,
26/08/2005,13186,10,10,9,A,
27/08/2005,13187,K,10,A,A,
27/08/2005,13188,J,Q,Q,9,
28/08/2005,13189,10,K,Q,7,
28/08/2005,13190,K,7,9,K,
28/08/2005,13191,9,8,10,9,
28/08/2005,13192,A,J,Q,8,
28/08/2005,13193,7,K,10,J,
28/08/2005,13194,K,10,8,10,
29/08/2005,13195,8,A,7,A,
29/08/2005,13196,J,10,Q,A,
29/08/2005,13197,A,9,10,10,
29/08/2005,13198,9,K,A,8,
29/08/2005,13199,Q,J,A,A,
29/08/2005,13200,J,Q,K,Q,
30/08/2005,13201,Q,A,J,J,
30/08/2005,13202,Q,10,J,8,
30/08/2005,13203,J,Q,A,10,
30/08/2005,13204,Q,8,8,8,
30/08/2005,13205,K,A,9,J,
30/08/2005,13206,8,A,J,A,
31/08/2005,13207,7,8,K,A,
31/08/2005,13208,A,J,K,7,
31/08/2005,13209,10,8,Q,J,
31/08/2005,13210,K,K,J,9,
31/08/2005,13211,9,9,A,7,
31/08/2005,13212,A,K,K,A,
01/09/2005,13213,A,7,9,K,
01/09/2005,13214,8,A,8,J,
01/09/2005,13215,Q,K,Q,J,
01/09/2005,13216,10,K,9,10,
01/09/2005,13217,10,7,10,8,
01/09/2005,13218,9,J,9,10,
02/09/2005,13219,J,10,10,J,
02/09/2005,13220,10,K,J,10,
02/09/2005,13221,10,9,10,7,
03/09/2005,13222,J,Q,K,Q,
03/09/2005,13223,7,J,A,8,
04/09/2005,13224,7,10,10,8,
04/09/2005,13225,A,A,8,10,
04/09/2005,13226,7,7,A,K,
04/09/2005,13227,9,K,Q,7,
04/09/2005,13228,9,A,J,Q,
04/09/2005,13229,7,8,9,K,
05/09/2005,13230,K,9,Q,Q,
05/09/2005,13231,7,Q,Q,8,
05/09/2005,13232,Q,J,9,Q,
05/09/2005,13233,Q,Q,8,9,
05/09/2005,13234,10,A,K,7,
05/09/2005,13235,K,9,Q,7,
06/09/2005,13236,7,K,8,8,
06/09/2005,13237,8,8,J,J,
06/09/2005,13238,9,10,Q,9,
06/09/2005,13239,A,J,9,A,
06/09/2005,13240,9,J,K,Q,
06/09/2005,13241,7,K,7,K,
07/09/2005,13242,7,7,10,9,
07/09/2005,13243,Q,J,10,8,
07/09/2005,13244,10,K,A,10,
07/09/2005,13245,Q,8,7,Q,
07/09/2005,13246,7,A,9,Q,
07/09/2005,13247,9,7,J,Q,
08/09/2005,13248,J,8,Q,K,
08/09/2005,13249,8,A,9,10,
08/09/2005,13250,Q,A,9,8,
08/09/2005,13251,Q,7,K,J,
08/09/2005,13252,K,7,K,8,
08/09/2005,13253,10,7,8,9,
09/09/2005,13254,K,Q,Q,J,
09/09/2005,13255,Q,A,10,A,
09/09/2005,13256,K,Q,10,J,
10/09/2005,13257,Q,Q,9,J,
10/09/2005,13258,7,A,J,9,
11/09/2005,13259,Q,K,7,A,
11/09/2005,13260,9,K,J,K,
11/09/2005,13261,J,J,9,8,
11/09/2005,13262,10,9,Q,9,
11/09/2005,13263,7,9,7,A,
11/09/2005,13264,8,A,A,10,
12/09/2005,13265,A,A,9,7,
12/09/2005,13266,8,Q,7,J,
12/09/2005,13267,9,8,8,9,
12/09/2005,13268,K,A,Q,Q,
12/09/2005,13269,8,7,J,8,
12/09/2005,13270,7,9,9,10,
13/09/2005,13271,Q,K,J,Q,
13/09/2005,13272,K,8,K,Q,
13/09/2005,13273,8,10,J,Q,
13/09/2005,13274,Q,7,7,10,
13/09/2005,13275,K,A,K,A,
13/09/2005,13276,J,Q,7,K,
14/09/2005,13277,Q,8,J,8,
14/09/2005,13278,Q,A,A,10,
14/09/2005,13279,J,10,10,9,
14/09/2005,13280,9,8,7,8,
14/09/2005,13281,10,9,A,K,
14/09/2005,13282,J,10,10,8,
15/09/2005,13283,J,8,Q,10,
15/09/2005,13284,8,K,A,9,
15/09/2005,13285,7,9,K,9,
15/09/2005,13286,8,9,A,J,
15/09/2005,13287,Q,K,J,8,
15/09/2005,13288,9,A,10,8,
16/09/2005,13289,10,J,A,K,
16/09/2005,13290,A,8,7,J,
16/09/2005,13291,9,7,Q,8,
17/09/2005,13292,A,K,Q,A,
17/09/2005,13293,9,A,K,10,
18/09/2005,13294,Q,8,J,7,
18/09/2005,13295,9,9,K,Q,
18/09/2005,13296,J,K,A,A,
18/09/2005,13297,9,A,K,J,
18/09/2005,13298,A,J,7,7,
18/09/2005,13299,J,J,7,J,
19/09/2005,13300,J,8,9,Q,
19/09/2005,13301,8,K,Q,A,
19/09/2005,13302,J,7,A,8,
19/09/2005,13303,K,Q,J,9,
19/09/2005,13304,7,K,K,A,
19/09/2005,13305,Q,Q,K,10,
20/09/2005,13306,10,10,9,Q,
20/09/2005,13307,J,Q,8,A,
20/09/2005,13308,K,7,J,J,
20/09/2005,13309,10,7,8,10,
20/09/2005,13310,9,10,7,10,
20/09/2005,13311,A,K,8,Q,
21/09/2005,13312,8,7,Q,9,
21/09/2005,13313,8,A,A,J,
21/09/2005,13314,J,8,7,Q,
21/09/2005,13315,K,K,7,7,
21/09/2005,13316,K,7,Q,10,
21/09/2005,13317,A,Q,7,8,
22/09/2005,13318,9,9,K,K,
22/09/2005,13319,K,J,7,9,
22/09/2005,13320,8,Q,A,7,
22/09/2005,13321,K,7,A,8,
22/09/2005,13322,8,9,A,A,
22/09/2005,13323,J,10,K,A,
23/09/2005,13324,10,Q,7,A,
23/09/2005,13325,J,Q,A,Q,
23/09/2005,13326,Q,K,Q,K,
24/09/2005,13327,K,9,J,10,
24/09/2005,13328,7,A,7,K,
25/09/2005,13329,K,9,7,8,
25/09/2005,13330,10,8,Q,J,
25/09/2005,13331,J,9,Q,10,
25/09/2005,13332,Q,J,10,J,
25/09/2005,13333,K,8,10,9,
25/09/2005,13334,Q,Q,A,10,
26/09/2005,13335,7,K,8,A,
26/09/2005,13336,A,J,7,Q,
26/09/2005,13337,Q,K,10,J,
26/09/2005,13338,7,K,9,Q,
26/09/2005,13339,K,J,10,K,
26/09/2005,13340,Q,A,8,Q,
27/09/2005,13341,8,7,10,10,
27/09/2005,13342,A,Q,Q,10,
27/09/2005,13343,K,J,9,Q,
27/09/2005,13344,K,J,8,10,
27/09/2005,13345,K,10,J,J,
27/09/2005,13346,A,K,10,K,
28/09/2005,13347,Q,Q,7,A,
28/09/2005,13348,K,Q,J,7,
28/09/2005,13349,10,Q,K,J,
28/09/2005,13350,9,Q,A,10,
28/09/2005,13351,9,K,K,A,
28/09/2005,13352,8,8,Q,8,
29/09/2005,13353,8,8,9,J,
29/09/2005,13354,J,Q,Q,7,
29/09/2005,13355,Q,J,7,J,
29/09/2005,13356,K,A,7,A,
29/09/2005,13357,K,10,8,10,
29/09/2005,13358,K,9,8,8,
30/09/2005,13359,A,J,Q,Q,
30/09/2005,13360,10,7,9,9,
30/09/2005,13361,8,K,8,8,
01/10/2005,13362,10,10,J,J,
01/10/2005,13363,9,Q,J,J,
02/10/2005,13364,J,8,10,7,
02/10/2005,13365,Q,7,A,9,
02/10/2005,13366,7,10,9,10,
02/10/2005,13367,9,9,7,A,
02/10/2005,13368,A,8,K,7,
02/10/2005,13369,K,A,10,9,
03/10/2005,13370,7,J,A,K,
03/10/2005,13371,10,J,8,7,
03/10/2005,13372,Q,A,K,7,
05/10/2005,13373,Q,J,J,10,
05/10/2005,13374,10,9,10,K,
06/10/2005,13375,Q,7,J,K,
06/10/2005,13376,A,7,K,9,
06/10/2005,13377,9,7,A,A,
06/10/2005,13378,J,J,J,A,
06/10/2005,13379,Q,J,10,A,
06/10/2005,13380,J,A,K,10,
07/10/2005,13381,7,K,J,8,
07/10/2005,13382,9,Q,Q,8,
07/10/2005,13383,Q,10,10,9,
08/10/2005,13384,Q,9,Q,A,
08/10/2005,13385,8,Q,J,J,
09/10/2005,13386,A,A,7,9,
09/10/2005,13387,K,Q,K,A,
09/10/2005,13388,9,Q,8,9,
09/10/2005,13389,Q,9,8,8,
09/10/2005,13390,Q,8,Q,A,
09/10/2005,13391,10,7,8,A,
10/10/2005,13392,K,J,8,K,
10/10/2005,13393,Q,9,8,8,
10/10/2005,13394,K,J,10,K,
10/10/2005,13395,Q,J,9,10,
10/10/2005,13396,J,9,K,A,
10/10/2005,13397,Q,10,8,Q,
11/10/2005,13398,10,9,10,8,
11/10/2005,13399,10,K,10,10,
11/10/2005,13400,K,J,8,Q,
11/10/2005,13401,8,7,8,A,
11/10/2005,13402,8,9,10,10,
11/10/2005,13403,A,9,10,A,
12/10/2005,13404,10,Q,J,8,
13/10/2005,13405,7,J,Q,7,
14/10/2005,13406,A,Q,10,9,
14/10/2005,13407,9,A,K,9,
14/10/2005,13408,7,Q,J,K,
15/10/2005,13409,10,7,7,A,
15/10/2005,13410,9,10,9,7,
16/10/2005,13411,7,10,A,J,
16/10/2005,13412,J,8,J,9,
16/10/2005,13413,7,9,8,J,
16/10/2005,13414,Q,Q,K,J,
16/10/2005,13415,K,9,J,10,
16/10/2005,13416,9,7,9,10,
17/10/2005,13417,7,10,10,Q,
17/10/2005,13418,A,8,9,A,
17/10/2005,13419,A,A,A,10,
18/10/2005,13420,A,Q,9,9,
18/10/2005,13421,K,7,10,Q,
19/10/2005,13422,8,Q,10,Q,
19/10/2005,13423,J,J,8,J,
19/10/2005,13424,A,J,8,9,
19/10/2005,13425,Q,7,10,A,
19/10/2005,13426,K,8,Q,9,
19/10/2005,13427,J,Q,Q,10,
20/10/2005,13428,10,8,A,Q,
20/10/2005,13429,K,J,Q,9,
20/10/2005,13430,8,A,J,7,
20/10/2005,13431,8,A,10,A,
20/10/2005,13432,8,Q,K,K,
20/10/2005,13433,Q,A,K,Q,
21/10/2005,13434,Q,Q,J,J,
21/10/2005,13435,J,K,10,9,
21/10/2005,13436,10,10,K,A,
22/10/2005,13437,7,A,J,K,
22/10/2005,13438,Q,A,K,8,
23/10/2005,13439,Q,10,7,J,
23/10/2005,13440,A,J,A,8,
23/10/2005,13441,8,A,10,A,
23/10/2005,13442,J,K,9,Q,
23/10/2005,13443,10,Q,A,7,
23/10/2005,13444,8,J,J,7,
24/10/2005,13445,K,10,7,A,
24/10/2005,13446,Q,J,A,10,
24/10/2005,13447,K,8,Q,K,
25/10/2005,13448,7,K,A,Q,
25/10/2005,13449,K,K,8,7,
26/10/2005,13450,Q,Q,A,7,
26/10/2005,13451,9,9,Q,7,
26/10/2005,13452,K,Q,A,9,
26/10/2005,13453,9,9,K,7,
26/10/2005,13454,7,8,K,7,
26/10/2005,13455,10,J,A,8,
27/10/2005,13456,K,10,9,10,
27/10/2005,13457,J,9,9,7,
27/10/2005,13458,10,10,Q,J,
27/10/2005,13459,K,A,9,7,
27/10/2005,13460,Q,7,9,9,
27/10/2005,13461,7,10,9,A,
28/10/2005,13462,7,A,9,K,
28/10/2005,13463,J,7,9,J,
28/10/2005,13464,7,8,8,10,
29/10/2005,13465,Q,Q,K,7,
29/10/2005,13466,J,7,8,8,
30/10/2005,13467,J,7,7,7,
30/10/2005,13468,K,K,7,K,
30/10/2005,13469,9,K,10,A,
30/10/2005,13470,9,9,Q,K,
30/10/2005,13471,9,Q,7,7,
30/10/2005,13472,9,8,A,8,
31/10/2005,13473,10,A,J,K,
31/10/2005,13474,9,A,8,9,
31/10/2005,13475,Q,7,9,10,
31/10/2005,13476,A,Q,A,7,
31/10/2005,13477,7,K,A,9,
31/10/2005,13478,A,Q,10,10,
01/11/2005,13479,K,Q,10,9,
01/11/2005,13480,J,J,10,A,
01/11/2005,13481,7,7,A,8,
01/11/2005,13482,K,K,10,Q,
01/11/2005,13483,9,J,9,8,
01/11/2005,13484,A,K,9,9,
02/11/2005,13485,10,Q,A,K,
02/11/2005,13486,7,9,8,9,
02/11/2005,13487,Q,8,10,A,
02/11/2005,13488,A,10,10,8,
02/11/2005,13489,7,Q,10,K,
02/11/2005,13490,7,Q,9,K,
03/11/2005,13491,Q,7,A,K,
03/11/2005,13492,Q,Q,8,A,
03/11/2005,13493,Q,9,J,Q,
03/11/2005,13494,10,9,J,K,
03/11/2005,13495,K,8,9,J,
03/11/2005,13496,9,10,K,7,
04/11/2005,13497,8,Q,A,K,
04/11/2005,13498,7,9,Q,9,
04/11/2005,13499,7,7,Q,K,
05/11/2005,13500,A,Q,A,9,
05/11/2005,13501,9,7,10,7,
06/11/2005,13502,K,10,7,K,
06/11/2005,13503,A,10,Q,J,
06/11/2005,13504,7,K,8,9,
06/11/2005,13505,9,9,10,7,
06/11/2005,13506,A,7,A,9,
06/11/2005,13507,10,Q,Q,A,
07/11/2005,13508,Q,J,8,8,
07/11/2005,13509,Q,10,K,Q,
07/11/2005,13510,8,J,K,J,
07/11/2005,13511,7,8,Q,J,
07/11/2005,13512,Q,8,10,7,
07/11/2005,13513,10,9,7,Q,
08/11/2005,13514,J,7,Q,10,
08/11/2005,13515,Q,K,7,A,
08/11/2005,13516,K,7,A,7,
08/11/2005,13517,10,8,Q,Q,
08/11/2005,13518,8,9,7,K,
08/11/2005,13519,J,7,Q,K,
09/11/2005,13520,8,Q,Q,9,
09/11/2005,13521,Q,J,A,9,
09/11/2005,13522,9,J,Q,Q,
09/11/2005,13523,7,A,8,K,
09/11/2005,13524,Q,10,9,8,
09/11/2005,13525,A,K,J,7,
10/11/2005,13526,K,J,Q,7,
10/11/2005,13527,9,10,7,Q,
10/11/2005,13528,A,9,J,8,
10/11/2005,13529,7,9,8,A,
10/11/2005,13530,K,Q,Q,J,
10/11/2005,13531,9,K,9,8,
11/11/2005,13532,9,7,10,A,
11/11/2005,13533,10,8,10,K,
11/11/2005,13534,8,J,7,J,
12/11/2005,13535,10,K,K,K,
12/11/2005,13536,J,10,K,10,
13/11/2005,13537,K,10,7,10,
13/11/2005,13538,K,8,K,A,
13/11/2005,13539,9,J,A,9,
13/11/2005,13540,7,K,J,A,
13/11/2005,13541,9,10,10,9,
13/11/2005,13542,9,K,A,7,
14/11/2005,13543,9,7,9,J,
14/11/2005,13544,9,7,9,A,
14/11/2005,13545,8,7,9,8,
14/11/2005,13546,10,9,9,9,
14/11/2005,13547,8,10,J,A,
14/11/2005,13548,J,9,J,J,
15/11/2005,13549,10,7,10,A,
15/11/2005,13550,J,9,J,7,
15/11/2005,13551,9,A,K,J,
15/11/2005,13552,9,K,K,7,
15/11/2005,13553,Q,K,7,K,
15/11/2005,13554,J,10,7,9,
16/11/2005,13555,8,7,A,10,
16/11/2005,13556,K,Q,A,A,
16/11/2005,13557,8,K,8,8,
16/11/2005,13558,K,Q,K,K,
16/11/2005,13559,10,J,8,J,
16/11/2005,13560,K,9,J,Q,
17/11/2005,13561,7,A,J,7,
17/11/2005,13562,Q,Q,10,A,
17/11/2005,13563,8,Q,Q,K,
17/11/2005,13564,10,10,10,Q,
17/11/2005,13565,8,Q,J,J,
17/11/2005,13566,8,J,A,J,
18/11/2005,13567,9,8,A,8,
18/11/2005,13568,8,J,Q,8,
18/11/2005,13569,8,Q,J,8,
19/11/2005,13570,J,7,10,9,
19/11/2005,13571,K,10,A,7,
20/11/2005,13572,Q,8,8,K,
20/11/2005,13573,J,9,9,9,
20/11/2005,13574,J,J,7,J,
20/11/2005,13575,K,J,J,K,
20/11/2005,13576,A,9,J,7,
20/11/2005,13577,Q,K,7,A,
21/11/2005,13578,7,9,7,Q,
21/11/2005,13579,Q,A,9,J,
21/11/2005,13580,J,Q,7,A,
21/11/2005,13581,10,9,A,9,
21/11/2005,13582,J,8,10,8,
21/11/2005,13583,8,Q,J,9,
22/11/2005,13584,10,J,7,J,
22/11/2005,13585,9,10,8,K,
22/11/2005,13586,10,J,7,8,
22/11/2005,13587,K,J,8,7,
22/11/2005,13588,8,9,8,K,
22/11/2005,13589,K,7,8,J,
23/11/2005,13590,A,7,7,8,
23/11/2005,13591,J,10,A,A,
23/11/2005,13592,K,8,8,7,
23/11/2005,13593,Q,10,7,J,
23/11/2005,13594,J,J,9,9,
23/11/2005,13595,K,10,Q,9,
24/11/2005,13596,9,A,7,K,
24/11/2005,13597,K,9,10,7,
24/11/2005,13598,8,7,A,8,
24/11/2005,13599,Q,A,J,7,
24/11/2005,13600,8,8,K,Q,
24/11/2005,13601,J,10,K,8,
25/11/2005,13602,7,A,7,Q,
25/11/2005,13603,A,Q,8,9,
25/11/2005,13604,7,Q,10,A,
26/11/2005,13605,7,9,9,8,
26/11/2005,13606,10,9,A,J,
27/11/2005,13607,9,K,A,Q,
27/11/2005,13608,K,K,7,K,
27/11/2005,13609,A,9,J,10,
27/11/2005,13610,Q,7,J,K,
27/11/2005,13611,7,J,9,Q,
27/11/2005,13612,Q,J,8,Q,
28/11/2005,13613,8,J,9,K,
28/11/2005,13614,10,A,9,7,
28/11/2005,13615,9,10,K,J,
28/11/2005,13616,A,8,J,8,
28/11/2005,13617,8,K,Q,A,
28/11/2005,13618,8,A,7,J,
29/11/2005,13619,8,A,10,A,
29/11/2005,13620,Q,J,8,9,
29/11/2005,13621,7,A,Q,K,
29/11/2005,13622,A,7,A,A,
29/11/2005,13623,A,9,10,9,
29/11/2005,13624,K,Q,A,10,
30/11/2005,13625,8,9,Q,10,
30/11/2005,13626,7,10,7,K,
30/11/2005,13627,9,7,8,A,
30/11/2005,13628,10,A,8,Q,
30/11/2005,13629,8,Q,Q,Q,
30/11/2005,13630,K,10,K,8,
01/12/2005,13631,7,8,K,7,
01/12/2005,13632,8,K,J,7,
01/12/2005,13633,A,7,10,K,
01/12/2005,13634,K,9,J,A,
01/12/2005,13635,A,7,7,9,
01/12/2005,13636,K,9,K,7,
02/12/2005,13637,9,J,K,J,
02/12/2005,13638,10,8,A,10,
02/12/2005,13639,7,9,7,J,
03/12/2005,13640,K,10,A,K,
03/12/2005,13641,J,8,9,7,
04/12/2005,13642,J,10,7,7,
04/12/2005,13643,7,8,A,K,
04/12/2005,13644,J,9,8,7,
04/12/2005,13645,10,K,K,9,
04/12/2005,13646,8,9,A,Q,
04/12/2005,13647,9,7,Q,7,
05/12/2005,13648,A,J,A,9,
05/12/2005,13649,K,K,9,7,
05/12/2005,13650,J,7,8,Q,
05/12/2005,13651,A,Q,7,J,
05/12/2005,13652,9,7,K,7,
05/12/2005,13653,9,7,10,A,
06/12/2005,13654,7,A,10,10,
06/12/2005,13655,10,7,9,Q,
06/12/2005,13656,Q,K,J,7,
06/12/2005,13657,Q,9,J,K,
06/12/2005,13658,Q,8,10,10,
06/12/2005,13659,8,J,A,A,
07/12/2005,13660,J,8,K,J,
07/12/2005,13661,10,K,9,K,
07/12/2005,13662,8,10,7,7,
07/12/2005,13663,8,9,Q,Q,
07/12/2005,13664,K,Q,8,9,
07/12/2005,13665,Q,7,J,7,
08/12/2005,13666,A,Q,10,10,
08/12/2005,13667,9,A,10,8,
08/12/2005,13668,Q,K,8,9,
08/12/2005,13669,Q,9,Q,K,
08/12/2005,13670,8,10,J,A,
08/12/2005,13671,K,9,A,10,
09/12/2005,13672,8,9,7,9,
09/12/2005,13673,Q,10,8,9,
09/12/2005,13674,8,A,J,A,
10/12/2005,13675,K,Q,7,9,
10/12/2005,13676,9,10,Q,7,
11/12/2005,13677,A,K,7,K,
11/12/2005,13678,8,7,K,9,
11/12/2005,13679,8,K,7,9,
11/12/2005,13680,8,8,7,10,
11/12/2005,13681,7,J,8,7,
11/12/2005,13682,7,Q,A,7,
12/12/2005,13683,9,10,K,J,
12/12/2005,13684,K,7,A,7,
12/12/2005,13685,8,10,7,Q,
12/12/2005,13686,K,7,8,A,
12/12/2005,13687,9,10,A,8,
12/12/2005,13688,J,8,K,J,
13/12/2005,13689,J,A,9,7,
13/12/2005,13690,K,K,A,7,
13/12/2005,13691,10,A,Q,Q,
13/12/2005,13692,Q,J,J,7,
13/12/2005,13693,7,8,7,A,
13/12/2005,13694,A,A,8,A,
14/12/2005,13695,Q,8,Q,A,
14/12/2005,13696,Q,A,J,Q,
14/12/2005,13697,J,9,A,K,
14/12/2005,13698,8,7,A,Q,
14/12/2005,13699,A,7,8,9,
14/12/2005,13700,K,K,8,K,
15/12/2005,13701,Q,9,9,J,
15/12/2005,13702,J,8,9,10,
15/12/2005,13703,10,A,J,9,
15/12/2005,13704,K,10,7,7,
15/12/2005,13705,9,A,9,K,
15/12/2005,13706,7,Q,8,7,
16/12/2005,13707,A,Q,8,K,
16/12/2005,13708,10,A,8,J,
16/12/2005,13709,9,8,Q,7,
17/12/2005,13710,A,10,K,9,
17/12/2005,13711,7,8,9,K,
18/12/2005,13712,K,K,J,A,
18/12/2005,13713,J,10,10,7,
