תאריך,הגרלה,תלתן,יהלום,לב,עלה
13/07/2026,53219,9,10,J,J,
13/07/2026,53220,9,A,A,Q,
13/07/2026,53221,10,7,A,J,
13/07/2026,53222,8,J,K,J,
13/07/2026,53223,10,7,10,10,
13/07/2026,53224,7,7,A,7,
14/07/2026,53225,Q,K,7,8,
14/07/2026,53226,8,8,A,7,
14/07/2026,53227,K,8,J,Q,
14/07/2026,53228,J,8,K,J,
14/07/2026,53229,A,8,8,A,
14/07/2026,53230,A,Q,K,K,
14/07/2026,53231,A,A,9,9,
15/07/2026,53232,A,Q,A,7,
15/07/2026,53233,7,9,K,A,
15/07/2026,53234,Q,Q,Q,K,
15/07/2026,53235,A,J,9,K,
15/07/2026,53236,9,7,J,A,
15/07/2026,53237,A,7,K,K,
15/07/2026,53238,10,8,Q,J,
16/07/2026,53239,J,10,8,K,
16/07/2026,53240,J,K,A,J,
16/07/2026,53241,10,Q,J,10,
16/07/2026,53242,Q,10,J,8,
16/07/2026,53243,7,K,K,J,
16/07/2026,53244,8,7,J,Q,
16/07/2026,53245,Q,10,Q,J,
17/07/2026,53246,K,9,7,J,
17/07/2026,53247,Q,Q,7,A,
17/07/2026,53248,7,Q,9,Q,
18/07/2026,53249,7,A,A,J,
18/07/2026,53250,10,K,K,K,
19/07/2026,53251,8,K,Q,Q,
19/07/2026,53252,7,J,9,10,
19/07/2026,53253,8,9,9,J,
19/07/2026,53254,9,A,7,8,
19/07/2026,53255,10,8,8,7,
19/07/2026,53256,10,9,9,J,
19/07/2026,53257,Q,A,A,8,
20/07/2026,53258,A,9,K,9,
20/07/2026,53259,10,J,Q,A,
20/07/2026,53260,9,9,9,7,
20/07/2026,53261,K,J,J,A,
20/07/2026,53262,9,7,7,A,
20/07/2026,53263,8,Q,K,7,
20/07/2026,53264,7,10,10,8,
21/07/2026,53265,8,7,8,9,
21/07/2026,53266,A,10,K,8,
21/07/2026,53267,7,J,A,10,
21/07/2026,53268,8,J,8,Q,
21/07/2026,53269,A,A,J,A,
21/07/2026,53270,7,10,10,7,
21/07/2026,53271,Q,7,K,9,
22/07/2026,53272,8,J,J,8,
22/07/2026,53273,8,9,7,K,
22/07/2026,53274,9,7,K,Q,
22/07/2026,53275,J,10,8,A,
23/07/2026,53276,Q,Q,8,10,
23/07/2026,53277,Q,A,8,9,
23/07/2026,53278,8,9,9,10,
23/07/2026,53279,A,J,8,A,
23/07/2026,53280,10,Q,J,J,
23/07/2026,53281,A,7,A,Q,
23/07/2026,53282,7,7,8,10,
24/07/2026,53283,J,7,10,8,
24/07/2026,53284,A,7,Q,8,
24/07/2026,53285,Q,7,10,Q,
25/07/2026,53286,K,Q,8,A,
25/07/2026,53287,8,7,7,A,
26/07/2026,53288,7,K,8,8,
26/07/2026,53289,A,Q,A,9,
26/07/2026,53290,8,K,A,7,
26/07/2026,53291,10,10,A,10,
26/07/2026,53292,7,9,10,Q,
26/07/2026,53293,A,10,7,10,
26/07/2026,53294,A,A,Q,A,
27/07/2026,53295,K,K,9,Q,
27/07/2026,53296,K,A,10,Q,
27/07/2026,53297,J,Q,7,A,
27/07/2026,53298,7,Q,9,K,
27/07/2026,53299,A,A,9,Q,
27/07/2026,53300,9,10,A,J,
27/07/2026,53301,10,7,Q,Q,
28/07/2026,53302,K,9,8,Q,
28/07/2026,53303,J,10,10,9,
28/07/2026,53304,K,10,Q,K,
28/07/2026,53305,10,Q,K,Q,
28/07/2026,53306,8,J,8,8,
28/07/2026,53307,Q,A,9,10,
28/07/2026,53308,10,7,7,8,
29/07/2026,53309,8,8,A,A,
29/07/2026,53310,7,A,7,J,
29/07/2026,53311,K,Q,K,8,
29/07/2026,53312,J,7,Q,7,
29/07/2026,53313,7,8,K,10,
29/07/2026,53314,K,K,Q,K,
29/07/2026,53315,8,K,Q,A,
30/07/2026,53316,10,8,7,9,
30/07/2026,53317,K,J,9,10,
30/07/2026,53318,J,K,A,7,
30/07/2026,53319,A,Q,8,9,
30/07/2026,53320,A,K,8,7,
30/07/2026,53321,7,9,9,Q,
30/07/2026,53322,10,10,9,K,
31/07/2026,53323,A,J,9,8,
31/07/2026,53324,A,9,J,9,
31/07/2026,53325,8,7,K,A,
01/08/2026,53326,9,J,Q,A,
01/08/2026,53327,8,A,9,Q,
02/08/2026,53328,8,10,10,A,
02/08/2026,53329,8,8,K,7,
02/08/2026,53330,7,9,9,7,
02/08/2026,53331,Q,7,8,Q,
02/08/2026,53332,10,K,10,8,
02/08/2026,53333,Q,Q,10,A,
02/08/2026,53334,K,J,Q,8,
03/08/2026,53335,9,Q,7,J,
03/08/2026,53336,Q,J,J,7,
03/08/2026,53337,8,9,10,K,
03/08/2026,53338,A,K,Q,8,
03/08/2026,53339,J,9,K,Q,
03/08/2026,53340,10,Q,Q,J,
03/08/2026,53341,8,8,8,9,
04/08/2026,53342,8,J,10,10,
04/08/2026,53343,7,7,A,8,
04/08/2026,53344,8,10,8,9,
04/08/2026,53345,10,J,9,J,
04/08/2026,53346,K,Q,A,A,
04/08/2026,53347,J,7,J,10,
04/08/2026,53348,8,9,10,10,
05/08/2026,53349,10,J,J,8,
05/08/2026,53350,J,7,K,J,
05/08/2026,53351,7,7,A,9,
05/08/2026,53352,8,K,9,A,
05/08/2026,53353,A,9,10,J,
05/08/2026,53354,Q,Q,K,J,
05/08/2026,53355,K,10,7,9,
06/08/2026,53356,Q,J,Q,10,
06/08/2026,53357,Q,A,7,7,
06/08/2026,53358,8,9,9,8,
06/08/2026,53359,8,8,J,J,
06/08/2026,53360,K,8,7,Q,
06/08/2026,53361,10,J,Q,K,
06/08/2026,53362,Q,9,Q,7,
07/08/2026,53363,A,8,Q,K,
07/08/2026,53364,A,10,8,10,
07/08/2026,53365,7,8,10,A,
08/08/2026,53366,8,8,K,9,
08/08/2026,53367,Q,K,A,9,
09/08/2026,53368,J,10,J,9,
09/08/2026,53369,8,8,A,9,
09/08/2026,53370,J,A,9,A,
09/08/2026,53371,9,7,7,K,
09/08/2026,53372,K,A,Q,7,
09/08/2026,53373,A,K,J,J,
09/08/2026,53374,7,K,Q,A,
10/08/2026,53375,10,Q,A,A,
10/08/2026,53376,Q,Q,J,Q,
10/08/2026,53377,10,9,7,10,
10/08/2026,53378,9,Q,J,K,
10/08/2026,53379,7,Q,K,J,
10/08/2026,53380,7,A,K,Q,
10/08/2026,53381,Q,A,9,7,
11/08/2026,53382,10,8,A,7,
11/08/2026,53383,9,7,8,J,
11/08/2026,53384,Q,9,J,A,
11/08/2026,53385,Q,8,8,10,
11/08/2026,53386,J,Q,A,A,
11/08/2026,53387,J,10,J,K,
11/08/2026,53388,A,9,7,J,
12/08/2026,53389,10,10,A,7,
12/08/2026,53390,10,7,7,K,
12/08/2026,53391,J,8,7,J,
12/08/2026,53392,J,8,K,K,
12/08/2026,53393,K,9,7,9,
12/08/2026,53394,8,9,7,8,
12/08/2026,53395,K,7,A,Q,
13/08/2026,53396,7,8,Q,A,
13/08/2026,53397,8,9,Q,9,
13/08/2026,53398,J,8,J,A,
13/08/2026,53399,9,A,J,Q,
13/08/2026,53400,8,10,J,8,
13/08/2026,53401,9,7,8,9,
13/08/2026,53402,9,8,10,K,
14/08/2026,53403,K,A,A,J,
14/08/2026,53404,8,K,Q,J,
14/08/2026,53405,Q,A,K,J,
15/08/2026,53406,Q,9,7,A,
15/08/2026,53407,7,7,10,7,
16/08/2026,53408,K,8,10,J,
16/08/2026,53409,8,Q,8,9,
16/08/2026,53410,9,8,7,Q,
16/08/2026,53411,K,10,8,9,
16/08/2026,53412,J,K,7,Q,
16/08/2026,53413,8,K,9,10,
16/08/2026,53414,K,Q,8,9,
17/08/2026,53415,8,7,8,A,
17/08/2026,53416,K,K,Q,J,
17/08/2026,53417,A,A,9,K,
17/08/2026,53418,A,Q,Q,Q,
17/08/2026,53419,Q,Q,10,8,
17/08/2026,53420,9,K,A,Q,
17/08/2026,53421,J,J,8,Q,
18/08/2026,53422,8,J,A,J,
18/08/2026,53423,7,10,9,8,
18/08/2026,53424,K,A,A,10,
18/08/2026,53425,J,8,Q,9,
18/08/2026,53426,A,A,8,9,
18/08/2026,53427,7,8,A,A,
18/08/2026,53428,8,10,A,J,
19/08/2026,53429,Q,10,7,A,
19/08/2026,53430,10,9,Q,8,
19/08/2026,53431,K,7,J,7,
19/08/2026,53432,7,10,9,7,
19/08/2026,53433,10,7,J,10,
19/08/2026,53434,9,J,K,10,
19/08/2026,53435,K,7,7,8,
20/08/2026,53436,7,Q,J,9,
20/08/2026,53437,Q,J,Q,10,
20/08/2026,53438,7,8,Q,7,
20/08/2026,53439,Q,J,Q,7,
20/08/2026,53440,8,7,K,8,
20/08/2026,53441,9,A,Q,10,
20/08/2026,53442,10,7,10,9,
21/08/2026,53443,8,A,8,8,
21/08/2026,53444,10,J,7,8,
21/08/2026,53445,9,10,9,7,
22/08/2026,53446,8,7,J,K,
22/08/2026,53447,A,J,10,J,
23/08/2026,53448,7,Q,9,8,
23/08/2026,53449,9,K,A,7,
23/08/2026,53450,A,9,7,Q,
23/08/2026,53451,Q,Q,K,10,
23/08/2026,53452,A,7,10,8,
23/08/2026,53453,J,A,K,8,
23/08/2026,53454,10,Q,8,7,
24/08/2026,53455,9,Q,10,K,
24/08/2026,53456,Q,K,Q,Q,
24/08/2026,53457,7,Q,9,8,
24/08/2026,53458,A,9,7,9,
24/08/2026,53459,8,J,J,8,
24/08/2026,53460,7,9,J,9,
24/08/2026,53461,10,7,A,10,
25/08/2026,53462,10,J,K,J,
25/08/2026,53463,J,7,8,9,
25/08/2026,53464,7,10,J,A,
25/08/2026,53465,A,J,10,10,
25/08/2026,53466,K,K,J,J,
25/08/2026,53467,7,J,9,J,
25/08/2026,53468,K,9,K,K,
26/08/2026,53469,K,10,9,8,
